car_id,license_plate,brand,model,year,vin,color,owner_id
305,0415EM 27,Kia,Sportage,2008,RYPMGY153N38K8977,Золотой,837
306,A6725 11,Hyundai,Creta,2003,9Z24K5WXXU3F70734,Зеленый,955
307,K079ТE 19,Volkswagen,Tiguan,2018,RHNXLBYN39SYZ4283,Темно-розовый,559
308,Н668СB 61,Toyota,RAV4,2024,NW8LPTT66K3FT6689,Красный,564
309,ОM059 64,Lada,Niva,2014,L8T85EDM8GP5Z6322,Коралловый,966
310,ОТ1921 26,Toyota,Corolla,2025,UVKRYKXZ7UE4N9631,Васильковый,299
311,У4369 34,Lada,Granta,2021,BN6UG9F14S18Y1274,Золотой,512
312,BТ986 43,Toyota,RAV4,2009,W2PNER1T9TCNT2230,Слоновая кость,248
313,УХ775 67,Kia,Optima,2004,JAK51K1352D9K3273,Серебряный,733
314,7463ХН 84,Hyundai,Creta,2002,EMT68Z019MZT93806,Бледно-зеленый,460
315,С311BУ 29,Volkswagen,Golf,2018,Z6WY2DSU9KXBZ6636,Черный,411
316,002CD6 58,Volkswagen,Golf,2017,ZHM1CCY41EYPD2940,Тусклый серый,38
317,003T132 45,Kia,Optima,2025,M9VMTV7M8SZW40305,Индиго,550
318,E524ТM 92,Volkswagen,Polo,2003,5ZNAZFZZ38HWV2015,Хаки,788
319,M3616 62,Toyota,RAV4,2021,VTN9ZA9R929KG1954,Светло-розовый,364
320,KУ5776 68,Toyota,RAV4,2019,5FUMM2360VZC05956,Темно-голубой,46
321,9360BТ 190,Volkswagen,Golf,2024,60W2TR7LXY3V93608,Античный Белый,340
322,000CD3 38,Hyundai,Solaris,2000,75A1USXU5CVEJ3720,Серебряный,101
323,СK5670 197,Kia,Rio,2016,71NSLYJC23LGS9677,Белый,765
324,K1649 02,Volkswagen,Tiguan,2014,MHUYF4NZ2AMD76810,Шоколадный,384
325,6625MР 83,Hyundai,Creta,2024,43L4K16J0W1326159,Черный,696
326,0738СН 46,Volkswagen,Tiguan,2011,SVEKYJFS0H7D79390,Светло-зеленый,26
327,9671СK 125,Hyundai,Solaris,2009,7C1NJ9GB83CNK5111,Красный,426
328,Т294BE 55,Lada,Vesta,2026,V3E9FVTW8AL5C6606,Серебряный,964
329,AУ9978 39,Toyota,Corolla,2009,WJJC27ZC6DV1B6329,Золотой,352
330,K0715 154,Hyundai,Solaris,2016,6L8EE75X4VVSV8605,Хаки,495
331,Т889EA 41,Kia,Sportage,2003,40VLVH3N31DT18923,Золотой,449
332,Р1924 799,Hyundai,Creta,2002,BRLMW5CSXGP7K4967,Темно-фиолетовый,308
333,РН574 152,Lada,Niva,2003,0L9T48P78XFEN1156,Черный,24
334,РО6705 14,Kia,Optima,2003,T1CZD5EG2YLZU6502,Бежевый,694
335,УM633 38,Toyota,RAV4,2007,0FKP9HLV9MX9S0515,Темно-синий,529
336,3242РB 65,Toyota,RAV4,2005,8RAZRWGX42DNH6237,Слоновая кость,339
337,2681ТK 24,Volkswagen,Golf,2014,0BH6BE9Z3FG7Z0625,Фуксия,238
338,НН1892 56,Hyundai,Tucson,2005,F6G14ENS3Z0UX3032,Темно-синий,191
339,УM4798 66,Hyundai,Creta,2000,PV7UZU963TBTL3250,Золотой,756
340,УK7608 89,Volkswagen,Tiguan,2014,BD2APVBJ8D5SC6736,Темно-зеленый,607
341,С601РE 67,Hyundai,Creta,2000,0Z1FDSK4966UF8474,Темный хаки,722
342,003T031 14,Toyota,Camry,2008,7RTFRUB08K5J18455,Светло-голубой,771
343,007D962 29,Lada,Niva,2003,N571ZKU6X4BR10660,Темно-красный,819
344,Т1749 81,Volkswagen,Tiguan,2011,CZ7R9KH5XJLXE0667,Белый,334
345,BО024 27,Toyota,Corolla,2003,DCNHG1W55P2AF1072,Бледно-зеленый,269
346,005CD0 74,Hyundai,Tucson,2020,UV7GMEEC7WLNG1714,Красный,321
347,E492EA 34,Volkswagen,Golf,2019,Z5NB4ZN9418AT1768,Светло-желтый,402
348,E0507 41,Volkswagen,Polo,2011,9H5EJF4F9YGS02502,Бирюзовый,361
349,СK403 178,Hyundai,Tucson,2005,SNGDH0N24TG7J3308,Светло-серый,834
350,У2908 56,Kia,Optima,2018,2M4HZY7M39DWY9051,Васильковый,87
351,A744MР 82,Toyota,Corolla,2003,75X8YG125ZHSM3456,Бледно-Бирюзовый,245
352,K4496 70,Kia,Rio,2005,R1V9ESR4001714741,Темно-синий,383
353,С8252 88,Toyota,RAV4,2012,J1KDFP8S0MXVP0269,Шоколадный,429
354,006D848 13,Volkswagen,Tiguan,2018,D7UCSX5W85FMF5248,Хаки,393
355,M9839 91,Hyundai,Solaris,2015,1DNFP9S37BWFJ8853,Сливовый,651
356,B499РХ 53,Volkswagen,Tiguan,2017,WMHYCVW39TW5K4990,Фуксия,171
357,Н7396 95,Hyundai,Creta,2004,3CG2MXDS82J8Y8910,Темно-фиолетовый,192
358,Т3072 121,Kia,Sportage,2019,ZZWW5U7R3ETFK5872,Цвет морской волны,55
359,B485РС 173,Kia,Rio,2015,V80RLXA58AYZP8291,Оранжево-красный,140
360,MТ960 87,Toyota,Corolla,2017,J7NMPCWE4TD8L0437,Фуксия,518
361,7071ОТ 46,Hyundai,Creta,2021,G7HK114H130F80756,Бежевый,504
362,004D079 198,Hyundai,Tucson,2026,ATABZMK03Y0P87344,Фиолетовый,455
363,007T366 57,Hyundai,Solaris,2002,HVPZWFX520N4U0539,Розовый,579
364,Р8536 01,Lada,Vesta,2009,7XJE2G4A5J8C75600,Зеленый,34
365,007D752 98,Kia,Rio,2017,1V80VW7V5TJBW6350,Васильковый,296
366,4388УB 198,Toyota,Corolla,2018,TWS9AV303SE5L5431,Розовато-лавандовый,761
367,ОM2560 190,Hyundai,Tucson,2016,RWZA3DU283BS56155,Темно-зеленый,116
368,AХ3122 113,Volkswagen,Polo,2008,URVUSLJ14A8TH5324,Темно-серый,794
369,KХ8617 03,Volkswagen,Jetta,2017,P5F3MVEB4RJNM1367,Желтый,843
370,EО5107 102,Lada,Niva,2014,NPY1PAP30HJ698687,Серебряный,560
371,НУ258 68,Toyota,Corolla,2003,0SFLU23R2P6XV2551,Розовый,754
372,BТ7849 81,Toyota,Corolla,2001,D5BWCHGM1YUA88019,Темно-синий,461
373,ОB4615 126,Kia,Sportage,2026,UMF009GV87H7A0810,Светло-розовый,90
374,001D988 50,Hyundai,Solaris,2024,3GFVK89S5F1128179,Темно-фиолетовый,832
375,5808BM 04,Toyota,Camry,2025,CDJ2M3843U3B75635,Серебряный,756
376,BB694 173,Volkswagen,Jetta,2022,295AJUVUX0NCS4281,Серебряный,625
377,AР988 48,Hyundai,Solaris,2019,L5BR101FXPTNY3146,Сливовый,143
378,О578УB 38,Toyota,Camry,2025,2JN4KFZS0N3R04164,Пурпурный,61
379,005T322 40,Volkswagen,Jetta,2017,2X0HYRG72PPYG2613,Темно-фиолетовый,288
380,1805СK 43,Volkswagen,Tiguan,2010,K3EPHH0X3Z8B18859,Желто-зеленый,721
381,5693EН 73,Kia,Sportage,2018,0WUA9FTF9EG8D1275,Каштановый,274
382,005T578 08,Volkswagen,Polo,2004,A9Z26WY65JP290629,Красный,986
383,У4735 38,Hyundai,Solaris,2008,H7JF52DB9UW4U3186,Желто-зеленый,888
384,004D772 13,Toyota,RAV4,2004,764J1EZG4S26V3782,Слоновая кость,256
385,009D533 190,Toyota,RAV4,2010,09LDE99G0VBWW2577,Темный хаки,849
386,РУ0218 186,Toyota,RAV4,2012,NB67JKU31ESYZ3638,Темно-бирюзовый,502
387,AХ759 44,Toyota,RAV4,2020,PZKVX4RF9F9409285,Темно-фиолетовый,276
388,ОB7946 77,Hyundai,Creta,2014,V5UDT6EL0958M9459,Красный,78
389,E5019 150,Lada,Granta,2016,WDYYU9SC1JYW68965,Сливовый,768
390,С2008 24,Kia,Optima,2011,227GBZTT4L6LY9062,Темно-фиолетовый,466
391,1490ТХ 68,Hyundai,Creta,2018,V71Z11GNXABXJ8724,Пурпурный,3
392,006T652 152,Lada,Niva,2014,C3N8W8W08GDFL5123,Темно-серый,651
393,Р7777 38,Kia,Rio,2025,G9RMXL4DXV6G11049,Слоновая кость,548
394,B8061 09,Hyundai,Solaris,2013,XGSSTYHX6AJEP2171,Золотой,845
395,С0325 136,Toyota,Corolla,2008,RP0PLVRY064YB3507,Светло-синий,331
396,009CD4 199,Kia,Sportage,2017,RHT5BR6G9F7SB9936,Ярко-розовый,592
397,ОХ4390 56,Toyota,RAV4,2015,5MSSD24S04N5R3621,Темный хаки,808
398,Р048BB 38,Kia,Optima,2024,PCXFTPAX2SVWX2959,Розовый,50
399,Н489ТХ 09,Lada,Vesta,2020,X6BR7LJB5FD7D7002,Шоколадный,803
400,С7460 28,Hyundai,Solaris,2003,5FUJ5PYX7HBP51291,Пурпурный,952
401,6176УН 159,Toyota,Corolla,2014,A0EPP9LY500BE0630,Фиолетовый,1
402,НE897 121,Hyundai,Solaris,2022,PCNTKYAT0THPL8474,Лазурный,932
403,У8310 24,Toyota,RAV4,2009,N44XLSKN81L170581,Античный Белый,163
404,7974MР 80,Kia,Rio,2020,6DVURCRJ5EKVV6533,Темно-оранжевый,370
405,006T337 26,Kia,Rio,2011,0UAZ85N14DYFJ2374,Темно-фиолетовый,681
406,Н194AН 01,Toyota,Camry,2012,GX9T2XUA2YVFT9145,Золотой,641
407,Т919СB 76,Kia,Optima,2022,KYERUPDV4VKZN8858,Оранжево-красный,774
408,РB1984 48,Toyota,Corolla,2020,GR5UFLBM3XHFV7477,Оранжевый,94
409,BE848 177,Lada,Vesta,2006,VPR56XMP59B327983,Бежевый,489
410,ТA4517 41,Lada,Vesta,2018,RLPJ3L5EXT9X74424,Шоколадный,232
411,ТK065 42,Volkswagen,Golf,2000,CPCPXL2S4S1YY2821,Цвет морской волны,9
412,007D882 78,Kia,Rio,2013,CWUF4XWE0RT2Y9836,Бледно-зеленый,711
413,8550AУ 51,Toyota,Corolla,2002,HP3V9SA27EB0S1079,Тусклый серый,235
414,РС546 42,Hyundai,Solaris,2023,2MK6NUY82DVAH1775,Фиолетовый,826
415,008D198 197,Lada,Vesta,2010,3ZZK1YML2CSMX3805,Коралловый,377
416,С9507 06,Kia,Rio,2012,N6C3TTVB2LRFV1281,Бирюзовый,793
417,E853РТ 27,Toyota,RAV4,2021,8JAK6EX78C3PD7306,Лазурный,147
418,С8368 24,Lada,Niva,2018,UVACSUMTXPNNV0677,Бирюзовый,9
419,ХН105 77,Volkswagen,Tiguan,2014,X9N1J3BM952LL8988,Светло-синий,360
420,E5784 163,Toyota,RAV4,2023,X0320J823WKF84150,Серый,156
421,A6115 763,Hyundai,Tucson,2021,RU6EJ2HV3KMK35000,Оранжево-красный,454
422,2706ТТ 09,Toyota,Camry,2003,RKKFMUNZ3DSJY0363,Шоколадный,144
423,MН817 09,Lada,Niva,2023,EFN5JBGH8333G9663,Тусклый серый,394
424,ТХ488 73,Kia,Sportage,2010,YAL7K1R88ZVD57099,Хаки,811
425,Т668СB 40,Toyota,Camry,2008,2EJR7B7P1LGTR0164,Коралловый,661
426,РK2536 22,Lada,Vesta,2017,9VSZVSBA4KYHP9579,Лазурный,616
427,9897BР 82,Volkswagen,Jetta,2024,E6MY7U3H7GV6T2614,Темно-розовый,964
428,M152ОM 190,Lada,Niva,2009,NZ0TJPG6X3GZY9137,Желтый,211
429,E9383 77,Volkswagen,Tiguan,2023,FSLAKBXT2KUGH0741,Античный Белый,402
430,ОХ353 190,Kia,Optima,2001,0LNMR6C0XG8PN6213,Черный,803
431,Т425EР 159,Toyota,Corolla,2012,1PSZ4ZHBX50SC0727,Темно-голубой,116
432,AХ9378 121,Toyota,Corolla,2020,F0TXAVFF1VUVJ2627,Желто-зеленый,609
433,8819УM 96,Lada,Niva,2000,VWJ0JHC52YAST3675,Розовато-лавандовый,370
434,ХТ5366 76,Kia,Rio,2012,ZDB3C5S821MFK3177,Лазурный,882
435,СУ331 56,Volkswagen,Golf,2011,7Z27SSH1X48EZ2362,Светло-синий,560
436,009T531 23,Toyota,Corolla,2024,NHFX7PYF062RU4159,Античный Белый,75
437,2365AM 68,Lada,Niva,2002,30TB0KY900U7F2518,Темно-розовый,15
438,О108MA 716,Kia,Rio,2001,LXY2S9534BUST9975,Фуксия,945
439,С681ОС 29,Lada,Granta,2016,8J3VEXC49C2C18714,Светло-желтый,294
440,AA626 10,Volkswagen,Golf,2013,X1BJYJZL1A5EA7988,Индиго,719
441,СB229 85,Hyundai,Solaris,2020,B9WBLG382JYPJ4938,Темно-зеленый,550
442,008CD8 69,Volkswagen,Tiguan,2008,KPHW44XB6TFXN4636,Фуксия,86
443,005T045 94,Kia,Rio,2016,FYP31YW3X8V079903,Оранжевый,944
444,K980MK 85,Toyota,Camry,2017,F8PTTG28X26CD0146,Темно-фиолетовый,335
445,AО260 85,Hyundai,Tucson,2020,5RH9RSEE840C71614,Античный Белый,782
446,Р719ТM 56,Lada,Granta,2022,WG3M8P250TVEN9005,Васильковый,448
447,K9517 75,Toyota,Camry,2007,FPBG8F20374ST2867,Темно-фиолетовый,89
448,000D249 30,Hyundai,Solaris,2014,CPVVVJ6K36YMC9057,Коралловый,627
449,ХР526 24,Volkswagen,Polo,2009,LW8SF7X74GAG85111,Васильковый,683
450,ХС5467 39,Toyota,Camry,2000,5DV5XG610KL4N6695,Слоновая кость,725
451,003CD4 02,Toyota,RAV4,2000,86YS6W2R779VD1301,Светло-голубой,168
452,BУ720 43,Hyundai,Creta,2016,LXRNUG12XJ9S41915,Сливовый,530
453,С4116 150,Kia,Rio,2011,DHBK58GX90H095466,Темно-серый,130
454,У421BО 83,Kia,Optima,2003,GS4EN7M09L05Y3466,Темно-красный,790
455,M3316 50,Lada,Granta,2025,L1U3LJ775JUF73713,Цвет морской волны,440
456,007CD8 11,Kia,Optima,2002,XULVR48E0HJYK0415,Желтый,270
457,K4359 799,Volkswagen,Polo,2015,FUX37UZP8XL4G2531,Античный Белый,467
458,7011СН 68,Volkswagen,Jetta,2001,VH2NA2LN10Z5H0957,Ярко-розовый,512
459,006CD6 82,Volkswagen,Tiguan,2011,4SDBJ5U763RBY1954,Розовато-лавандовый,162
460,000T880 67,Kia,Rio,2018,ZC6808WM5ADF69282,Малиновый,691
461,ОР2503 85,Lada,Vesta,2023,NU8UBW8G9YYC01342,Темно-синий,522
462,УР7421 154,Lada,Vesta,2000,01GB3VFX5W5J04158,Темно-розовый,251
463,У925KУ 01,Lada,Granta,2011,PNYYESJB7NW0E7379,Светло-синий,393
464,001T612 126,Toyota,Camry,2001,6FL775FD9MCP30107,Малиновый,567
465,ОТ8412 38,Hyundai,Solaris,2010,99BEA3XF2KD7F8570,Слоновая кость,255
466,С878KР 31,Hyundai,Tucson,2010,8E8UB9R43DV5P8099,Сине-фиолетовый,278
467,1784MХ 94,Lada,Niva,2011,F1CVHVE864GHS1337,Васильковый,123
468,НН0770 03,Volkswagen,Polo,2005,LENLZ9DGX2BEL8118,Бежевый,229
469,ХС779 30,Volkswagen,Polo,2012,MZYNEW5P9FD3V6415,Серебряный,71
470,О670УУ 69,Hyundai,Creta,2024,DE675U6702FYD9553,Пурпурный,866
471,K037РТ 716,Kia,Sportage,2002,W1DYD2T711JP98920,Лазурный,567
472,E6247 152,Hyundai,Solaris,2011,9KUHXF0P192ME5065,Золотой,206
473,Т2072 08,Kia,Optima,2025,NX2ELL170GHLU9968,Темно-фиолетовый,312
474,008D174 52,Volkswagen,Tiguan,2014,B3LG4P6P31B485674,Пурпурный,378
475,У5993 09,Volkswagen,Golf,2024,25EG6K3N025GH8067,Желто-зеленый,795
476,MС0000 52,Toyota,RAV4,2017,32JTGNGW4VNAP6834,Зеленый,779
477,M466EН 77,Toyota,Camry,2000,U46C3XM697RNB1812,Бледно-Бирюзовый,955
478,000D815 59,Hyundai,Solaris,2007,2KF7M2V57HXXR7416,Темно-синий,555
479,У323BТ 197,Kia,Optima,2026,SX4APKR77HRTJ6844,Фуксия,711
480,009T244 18,Lada,Granta,2000,EBZ56FV92AWL64479,Сливовый,778
481,MС0094 96,Hyundai,Tucson,2023,MGSF0JZY8XSXT8073,Фиолетовый,315
482,ТР7805 44,Lada,Vesta,2016,H0N87W8U1KVUW2897,Желто-зеленый,244
483,Х0919 123,Hyundai,Creta,2001,CPARG9MD0Y1NT1769,Цвет морской волны,996
484,Н0563 73,Toyota,RAV4,2008,Y3KHVXX86W49P4057,Красный,96
485,Х554MТ 190,Lada,Vesta,2016,3LWL9PRD3HNMM7448,Сливовый,423
486,007T663 142,Kia,Sportage,2023,MHB1M2MD4X90X0727,Золотой,87
487,8870ХС 50,Volkswagen,Polo,2016,AUS2FTU21GBJC2764,Розовый,137
488,AA9616 62,Hyundai,Solaris,2018,EXYWG9HY658RC1649,Бледно-Бирюзовый,582
489,Т0725 33,Lada,Granta,2021,N37R5NUX0Z0D48079,Слоновая кость,988
490,000CD8 15,Toyota,Camry,2009,CDK20DXK2BHJ73269,Светло-серый,268
491,B959ТB 123,Kia,Sportage,2022,BKTG3F5757GUN8287,Светло-розовый,852
492,BB0339 14,Kia,Sportage,2014,PRUUG0DJ8NJAZ3837,Темно-бирюзовый,279
493,K7348 58,Toyota,Camry,2006,4F1BVX967SAN37931,Желтый,140
494,НK6799 26,Volkswagen,Polo,2004,HKZFW0SW2H6AU7938,Ярко-розовый,109
495,СР478 96,Toyota,Corolla,2014,64J2VRAR2J7LY9652,Темно-серый,322
496,У204AM 716,Hyundai,Solaris,2017,1W759HFF9PV7J7026,Каштановый,367
497,K5019 85,Toyota,Corolla,2009,PD5628LZ8E6EX4567,Бежевый,475
498,001CD7 90,Kia,Rio,2002,C6VPT2YE3DWDF0217,Желтый,162
499,0101УM 31,Kia,Optima,2022,TA5AAG113RMHU6138,Серый,618
500,E143НС 10,Lada,Vesta,2026,HX6523KM158LT0153,Бежевый,878
501,РО477 80,Kia,Rio,2002,T4LGZMR04HABK5750,Серый,729
502,AО8617 159,Toyota,Corolla,2012,G7AYY78K14P258816,Светло-зеленый,526
503,У5708 31,Lada,Niva,2009,SYRL3GHJXG0SY1442,Бирюзовый,267
504,008CD8 14,Toyota,Camry,2012,N35M8EVZ9GV3J6268,Коралловый,876
505,BО4207 66,Hyundai,Tucson,2023,6V13U5GEX0EWS6597,Зеленый,564
506,000CD5 45,Toyota,Camry,2014,8W6L32YU9811V0175,Слоновая кость,105
507,2845НР 80,Toyota,Camry,2000,7UXX3UUY9BEK82192,Темный хаки,64
508,AУ152 99,Toyota,Camry,2006,BPYECUWH2A3NH0891,Фиолетовый,844
509,ХР9880 20,Hyundai,Creta,2021,BAMS94DT130NY1088,Белый,646
510,001CD6 31,Lada,Niva,2018,4SFW4EPM8L8SV9591,Золотой,266
511,О296НС 68,Lada,Vesta,2002,CR49PFRZ80BLH7320,Фуксия,203
512,С694AТ 76,Hyundai,Solaris,2002,WDY7CJ841LJZJ0066,Темно-зеленый,927
513,003T004 75,Kia,Rio,2001,4ELT1Y3R2P1JJ4937,Индиго,965
514,5830MР 03,Hyundai,Solaris,2005,9Y2AWUGP8L48L1300,Хаки,947
515,MР8808 190,Volkswagen,Golf,2026,BYK2RAZA5ANLE8507,Малиновый,742
516,Н851НН 113,Hyundai,Creta,2000,8CMAGW663N1P87887,Темно-голубой,392
517,8418AН 20,Hyundai,Solaris,2011,J7921YG31UDD04515,Слоновая кость,220
518,Х6899 48,Toyota,Corolla,2008,VEZWC30P6R4PT2390,Темно-синий,457
519,A1241 38,Toyota,Camry,2019,XDK69L5EXCUKD6694,Желто-зеленый,635
520,УХ1459 150,Volkswagen,Tiguan,2020,PT8P3L7J0VXTE6318,Темно-зеленый,303
521,002CD3 102,Hyundai,Creta,2017,H0DFEF7R70Y2G0250,Античный Белый,491
522,M866ОС 53,Lada,Vesta,2008,W3Y0R3AWXTUCT5789,Розовато-лавандовый,393
523,Н738AС 186,Toyota,Corolla,2006,0CC3W26A5WP7S4770,Шоколадный,659
524,A367СУ 32,Volkswagen,Tiguan,2020,Z5UR11RS6Y4KA8812,Фуксия,822
525,СУ658 05,Volkswagen,Polo,2012,U5V9AJ7WX834D9703,Темный хаки,801
526,9854MС 177,Kia,Sportage,2017,3HFCGTLR6B7D57260,Бледно-зеленый,801
527,6664AН 78,Hyundai,Creta,2018,KE2Y1DVB89TY25371,Темно-красный,515
528,Н781KУ 76,Kia,Sportage,2008,C5JA8XMR1HGFC2479,Желтый,185
529,Р730НУ 98,Lada,Granta,2019,TU93K1VH2MVVJ6401,Зеленый,225
530,E9978 56,Lada,Granta,2001,UM9LMK0G9WBB45866,Индиго,829
531,EХ794 11,Hyundai,Tucson,2011,U27LG7EA2DF9C7386,Желтый,786
532,2254ОУ 82,Volkswagen,Tiguan,2005,TBTU64EP74KCY6574,Оранжево-красный,103
533,Х926EР 82,Toyota,RAV4,2007,P1S3450U7U5J36460,Светло-зеленый,273
534,A916ОН 57,Volkswagen,Polo,2024,KMKF347XXYKA18462,Оранжево-красный,971
535,EХ5898 197,Toyota,RAV4,2025,C4YCA7TSX3V4S5691,Цвет морской волны,398
536,B134AУ 26,Kia,Rio,2005,N32THB0WXKTM96434,Желто-зеленый,243
537,005T053 190,Volkswagen,Jetta,2025,YYG66T1AXCYMN8595,Светло-желтый,756
538,007T592 14,Kia,Optima,2000,G5NLAAE4X2F9Y1643,Индиго,721
539,004D433 26,Kia,Optima,2018,KNWUYJ4J5SHX07724,Бирюзовый,146
540,003T419 102,Volkswagen,Tiguan,2026,TV523VJJ4F5RG2982,Шоколадный,830
541,E658НТ 799,Hyundai,Tucson,2009,4BJ51MPXXPGEG9991,Бледно-Бирюзовый,180
542,ОН2343 48,Hyundai,Solaris,2002,H4W2Z2TD3JFLV1395,Светло-голубой,58
543,004T590 799,Toyota,RAV4,2007,D80A575B3Z6LG6421,Темный хаки,21
544,С7707 113,Volkswagen,Golf,2000,P2V2P2S95SBGC6327,Шоколадный,340
545,Н2079 186,Volkswagen,Tiguan,2025,4GY3XZFV0MACU9877,Желтый,134
546,ОТ845 90,Kia,Optima,2005,H7EZPV0A87TN76290,Темно-фиолетовый,941
547,2747СХ 80,Kia,Rio,2000,7PMECD5V6KYMR9313,Черный,152
548,1765УA 125,Volkswagen,Tiguan,2024,8223AYUK0W41N9958,Коричневый,114
549,005CD3 84,Volkswagen,Jetta,2002,4TC71MDY6WAYJ6932,Бледно-Бирюзовый,383
550,E6897 56,Hyundai,Tucson,2003,C65NAGDY9VC7K2075,Оранжево-красный,345
551,MУ1996 50,Kia,Sportage,2004,LRBGCH104VETM7715,Античный Белый,1000
552,000D518 27,Toyota,RAV4,2013,N682C6UVX7HHP2075,Зеленый,811
553,B6760 20,Hyundai,Tucson,2010,M4HFH1611WRKW2655,Фуксия,179
554,У5732 98,Volkswagen,Jetta,2007,XK64M1UL1F4KU9023,Цвет морской волны,682
555,001CD4 198,Volkswagen,Tiguan,2012,2T7RMEWE5A1Y50534,Оранжевый,315
556,E0961 62,Kia,Rio,2005,4X84US8S4W4M49036,Темно-оранжевый,747
557,B977ТО 37,Lada,Niva,2018,7JTV3R4W800ZE4961,Аквамарин,401
558,8847РТ 92,Volkswagen,Polo,2005,ZZ0GDWNS0BVGZ8686,Малиновый,617
559,000CD0 76,Kia,Optima,2007,5LGYMN280065L3367,Золотой,655
560,Х4082 88,Volkswagen,Polo,2015,BJSK8FV69HAD76509,Фуксия,145
561,3781KB 15,Kia,Optima,2002,P7Z5FR228KUKJ4790,Светло-желтый,244
562,AН5193 46,Kia,Sportage,2005,0Y65AU42XU5JK9860,Синий,652
563,У6117 777,Lada,Niva,2021,0HA1TX42X0H1G5858,Каштановый,655
564,007D957 33,Kia,Sportage,2000,J13E4C6P6VNUB1861,Серебряный,272
565,УM764 21,Toyota,Camry,2022,HNZDBP535EDG91026,Коралловый,70
566,Р0859 54,Kia,Sportage,2025,AUZBFPPG6B6F13448,Коричневый,111
567,Н769MB 64,Lada,Vesta,2012,7DPPFADX5YF8W5083,Темно-фиолетовый,449
568,НE243 45,Hyundai,Solaris,2013,07DNXULU5CEP22807,Античный Белый,505
569,Х5580 54,Hyundai,Creta,2017,AJ3XARBP8CV2U5872,Цвет морской волны,385
570,УУ873 66,Lada,Granta,2025,24PN99T07P2563167,Фуксия,885
571,EУ034 95,Volkswagen,Tiguan,2005,JVXMRZTD0X12M7137,Темно-зеленый,463
572,8981EХ 126,Lada,Vesta,2009,ERMVPCYR4ALR04451,Васильковый,21
573,AС464 49,Kia,Sportage,2003,9R8D4V5R5CGM50699,Лазурный,76
574,У8292 116,Kia,Rio,2012,R0R1KBYZ5FTC15710,Фуксия,165
575,Т6250 96,Lada,Niva,2002,K59DLA1Z8561W8608,Сине-фиолетовый,347
576,ТХ3603 72,Volkswagen,Golf,2022,Z2ZMZJGH1CBUY3721,Хаки,32
577,K1918 113,Hyundai,Tucson,2005,KEZKF3XY6B8835684,Черный,622
578,4729BХ 41,Hyundai,Solaris,2001,78ARNVKR9D7950302,Хаки,104
579,7042ХK 25,Kia,Rio,2006,YL66LA2T9RN9W3041,Васильковый,420
580,B0953 95,Volkswagen,Jetta,2021,325WBL5E025DV6223,Лазурный,289
581,AТ940 716,Kia,Rio,2003,HRR6FS3WX3JP47272,Розовый,51
582,008T063 161,Hyundai,Tucson,2017,EFDP28SB93KHR6251,Коричневый,861
583,K5151 38,Hyundai,Solaris,2001,E92SVC4056CMT4074,Зеленый,370
584,KK3638 163,Lada,Granta,2002,XHCE7LZ2X7S0R0084,Хаки,302
585,AB6831 49,Volkswagen,Golf,2006,SP12EGPP3A47Z8464,Сине-фиолетовый,100
586,000T232 01,Lada,Vesta,2005,7RN71S282M8AR7507,Белый,654
587,Р0461 67,Kia,Rio,2015,A0ZJCUNUX101G8872,Светло-серый,865
588,B3653 190,Lada,Granta,2025,YRJ6GJ0X3MD5J1974,Фуксия,408
589,5080AE 04,Hyundai,Creta,2021,UNKXCLUG9GDT62729,Лазурный,272
590,9824НA 86,Lada,Niva,2017,8GUKV30C28Y4U6074,Античный Белый,397
591,EН553 17,Toyota,Corolla,2012,CG6VTBB26YPH39541,Сине-фиолетовый,379
592,K9058 49,Toyota,Corolla,2001,A8VCDDS76UNU70829,Шоколадный,270
593,О646РО 47,Hyundai,Creta,2008,WNRAM4GN30NW10143,Светло-розовый,232
594,8610EС 61,Kia,Optima,2001,M7GF0LM04TM880328,Желтый,155
595,5283ТA 159,Lada,Vesta,2021,C1UYE1E4627UX3884,Индиго,353
596,Т1910 59,Volkswagen,Golf,2024,1Y7W3NYJ6U8KF4540,Розовато-лавандовый,604
597,О3843 93,Toyota,RAV4,2001,LPTYULWA6EAXD9626,Васильковый,861
598,KР3919 10,Hyundai,Tucson,2013,LTSL7G5E9SE0Z4307,Ярко-розовый,989
599,Х6051 121,Volkswagen,Golf,2018,X1AHBFUF7F35D7437,Черный,903
600,3413НУ 178,Toyota,Corolla,2009,8U0T857J9VDGW7620,Светло-голубой,81
601,K4145 161,Hyundai,Tucson,2001,TKVC57SZ2SSEX8592,Оранжевый,515
602,000CD8 86,Volkswagen,Tiguan,2003,HEC38KPX0U14G8165,Черный,973
603,2446ХE 186,Hyundai,Solaris,2005,AU5WDGR35C6GC8736,Розовый,996
604,С372EТ 37,Toyota,Camry,2004,1KM1E1EH1JYTG9116,Светло-розовый,44
605,ХР868 95,Hyundai,Solaris,2021,DEX9AY757BPZF5539,Лазурный,446
606,BK716 13,Toyota,RAV4,2004,FFZK5XWS2K1XA0287,Зеленый,855
607,004T881 01,Volkswagen,Jetta,2010,M2F6TX5BXEME48837,Серебряный,933
608,2781MО 161,Lada,Vesta,2012,FLFT0FB37T76M7248,Желто-зеленый,570
609,003CD0 196,Hyundai,Tucson,2010,Y25HRY3641GJV4128,Сине-фиолетовый,878
