policy_id,car_id,company,start_date,end_date,cost
471,386,Росгосстрах,2024-07-19,2025-07-19,22086
472,1196,Росгосстрах,2025-05-17,2026-05-17,9468
473,332,Ингосстрах,2025-01-17,2026-01-17,11375
474,902,Росгосстрах,2025-01-20,2026-01-20,15255
475,75,Росгосстрах,2025-09-05,2026-09-05,6563
476,305,АльфаСтрахование,2024-09-07,2025-09-07,23729
477,612,Росгосстрах,2024-11-22,2025-11-22,15112
478,268,Росгосстрах,2026-03-05,2027-03-05,7022
479,1165,Ингосстрах,2025-09-19,2026-09-19,6326
480,249,Т-Страхование,2024-10-08,2025-10-08,20822
481,533,Росгосстрах,2024-09-30,2025-09-30,23589
482,359,АльфаСтрахование,2024-09-05,2025-09-05,9603
483,606,Ингосстрах,2024-09-10,2025-09-10,8174
484,230,Росгосстрах,2026-01-22,2027-01-22,24351
485,874,Т-Страхование,2026-03-17,2027-03-17,6010
486,363,Ингосстрах,2024-12-30,2025-12-30,7094
487,151,Т-Страхование,2025-10-01,2026-10-01,23931
488,458,Ингосстрах,2025-11-10,2026-11-10,19982
489,1142,Т-Страхование,2025-03-26,2026-03-26,20180
490,849,АльфаСтрахование,2025-07-08,2026-07-08,24924
491,967,Ингосстрах,2025-06-22,2026-06-22,17755
492,904,АльфаСтрахование,2025-05-11,2026-05-11,5064
493,946,АльфаСтрахование,2025-10-28,2026-10-28,8864
494,995,АльфаСтрахование,2024-10-09,2025-10-09,7401
495,1200,АльфаСтрахование,2024-05-02,2025-05-02,20851
496,58,Росгосстрах,2025-03-30,2026-03-30,18250
497,1051,Ингосстрах,2025-02-22,2026-02-22,17894
498,596,АльфаСтрахование,2024-08-09,2025-08-09,22463
499,1024,АльфаСтрахование,2025-01-08,2026-01-08,14864
500,750,Т-Страхование,2024-08-17,2025-08-17,17682
501,391,Ингосстрах,2025-12-13,2026-12-13,21807
502,941,АльфаСтрахование,2025-07-04,2026-07-04,8182
503,179,Росгосстрах,2025-01-10,2026-01-10,12048
504,750,Ингосстрах,2026-03-23,2027-03-23,10909
505,643,Т-Страхование,2024-07-24,2025-07-24,20393
506,562,Ингосстрах,2026-03-11,2027-03-11,18361
507,596,Ингосстрах,2024-08-13,2025-08-13,12352
508,246,АльфаСтрахование,2025-02-01,2026-02-01,10373
509,1099,Росгосстрах,2026-01-27,2027-01-27,17240
510,791,Росгосстрах,2026-03-13,2027-03-13,11649
511,861,АльфаСтрахование,2024-12-09,2025-12-09,12185
512,483,АльфаСтрахование,2024-04-26,2025-04-26,6123
513,598,Т-Страхование,2025-11-03,2026-11-03,5125
514,1060,Ингосстрах,2026-02-16,2027-02-16,17654
515,906,Ингосстрах,2025-11-12,2026-11-12,6099
516,963,АльфаСтрахование,2026-04-20,2027-04-20,14429
517,1083,Росгосстрах,2024-07-24,2025-07-24,8562
518,1053,Т-Страхование,2026-03-03,2027-03-03,24822
519,990,Росгосстрах,2025-10-26,2026-10-26,20995
520,46,Ингосстрах,2025-03-22,2026-03-22,23250
521,167,Ингосстрах,2025-11-24,2026-11-24,10233
522,1004,Т-Страхование,2025-04-07,2026-04-07,8472
523,149,Ингосстрах,2026-01-25,2027-01-25,10312
524,1011,Ингосстрах,2025-01-21,2026-01-21,5461
525,954,АльфаСтрахование,2024-07-03,2025-07-03,18947
526,170,АльфаСтрахование,2025-06-19,2026-06-19,11138
527,73,Ингосстрах,2026-01-15,2027-01-15,6856
528,815,АльфаСтрахование,2026-02-19,2027-02-19,10335
529,350,АльфаСтрахование,2025-03-05,2026-03-05,17690
530,353,Росгосстрах,2025-03-05,2026-03-05,24052
531,935,Росгосстрах,2025-03-23,2026-03-23,8421
532,169,АльфаСтрахование,2024-06-08,2025-06-08,5863
533,973,АльфаСтрахование,2024-10-09,2025-10-09,18778
534,794,Росгосстрах,2026-02-13,2027-02-13,24647
535,830,Т-Страхование,2025-03-25,2026-03-25,8593
536,1185,Т-Страхование,2025-12-21,2026-12-21,24327
537,884,Т-Страхование,2024-11-09,2025-11-09,22179
538,138,Т-Страхование,2025-08-25,2026-08-25,10674
539,822,Т-Страхование,2024-07-05,2025-07-05,21045
540,194,Ингосстрах,2024-08-21,2025-08-21,7100
541,888,АльфаСтрахование,2025-10-28,2026-10-28,18336
542,745,Т-Страхование,2025-11-02,2026-11-02,6344
543,112,Т-Страхование,2025-03-06,2026-03-06,12051
544,331,Росгосстрах,2024-07-30,2025-07-30,9523
545,926,Росгосстрах,2026-03-01,2027-03-01,9606
546,175,Ингосстрах,2025-04-30,2026-04-30,9041
547,910,Росгосстрах,2025-03-17,2026-03-17,24881
548,826,АльфаСтрахование,2025-01-17,2026-01-17,20030
549,449,Росгосстрах,2025-09-16,2026-09-16,19051
550,973,АльфаСтрахование,2025-07-25,2026-07-25,13280
551,1163,АльфаСтрахование,2025-08-08,2026-08-08,23158
552,531,АльфаСтрахование,2025-11-04,2026-11-04,19133
553,1000,Т-Страхование,2024-05-30,2025-05-30,8023
554,917,Ингосстрах,2025-11-04,2026-11-04,5306
555,664,Ингосстрах,2025-11-01,2026-11-01,22756
556,714,Росгосстрах,2024-05-30,2025-05-30,9195
557,36,Т-Страхование,2025-12-11,2026-12-11,8469
558,260,Т-Страхование,2025-08-10,2026-08-10,21789
559,976,АльфаСтрахование,2025-08-08,2026-08-08,20397
560,26,Росгосстрах,2025-06-18,2026-06-18,13863
561,546,Т-Страхование,2025-12-28,2026-12-28,20861
562,208,Ингосстрах,2025-01-27,2026-01-27,22247
563,258,Т-Страхование,2025-02-09,2026-02-09,23178
564,201,АльфаСтрахование,2025-12-20,2026-12-20,16712
565,1037,АльфаСтрахование,2025-12-12,2026-12-12,12041
566,1154,Росгосстрах,2024-10-19,2025-10-19,24360
567,1007,АльфаСтрахование,2025-06-01,2026-06-01,18754
568,1028,Т-Страхование,2025-01-23,2026-01-23,13714
569,326,Росгосстрах,2025-10-12,2026-10-12,15357
570,139,Росгосстрах,2024-04-24,2025-04-24,9378
571,801,Росгосстрах,2025-07-19,2026-07-19,5225
572,136,АльфаСтрахование,2025-08-18,2026-08-18,22283
573,310,Т-Страхование,2025-06-13,2026-06-13,20963
574,646,Т-Страхование,2025-04-15,2026-04-15,16514
575,392,АльфаСтрахование,2025-07-13,2026-07-13,21085
576,877,Т-Страхование,2026-01-28,2027-01-28,12480
577,322,Т-Страхование,2024-09-30,2025-09-30,15063
578,332,Т-Страхование,2025-09-13,2026-09-13,18602
579,922,Т-Страхование,2025-04-06,2026-04-06,11937
580,57,Росгосстрах,2025-01-11,2026-01-11,13588
581,273,АльфаСтрахование,2024-06-09,2025-06-09,16150
582,281,Т-Страхование,2024-05-28,2025-05-28,13772
583,491,Ингосстрах,2024-06-07,2025-06-07,6225
584,938,Росгосстрах,2025-06-28,2026-06-28,18306
585,291,Т-Страхование,2024-06-28,2025-06-28,18135
586,893,Ингосстрах,2025-05-17,2026-05-17,20755
587,1083,Ингосстрах,2024-12-10,2025-12-10,22096
588,890,Росгосстрах,2026-02-08,2027-02-08,15333
589,787,Ингосстрах,2025-01-27,2026-01-27,8857
590,470,Росгосстрах,2025-08-01,2026-08-01,5764
591,821,Т-Страхование,2024-08-06,2025-08-06,17889
592,91,АльфаСтрахование,2025-08-10,2026-08-10,21253
593,294,Ингосстрах,2025-08-18,2026-08-18,15929
594,241,АльфаСтрахование,2025-07-18,2026-07-18,16623
595,842,Росгосстрах,2025-03-07,2026-03-07,24693
596,107,Росгосстрах,2024-11-08,2025-11-08,13535
597,1066,Росгосстрах,2024-06-13,2025-06-13,18181
598,1136,Росгосстрах,2024-10-12,2025-10-12,6918
599,879,Ингосстрах,2026-02-25,2027-02-25,24452
600,747,Росгосстрах,2024-12-05,2025-12-05,11684
601,818,АльфаСтрахование,2026-04-12,2027-04-12,9821
602,881,АльфаСтрахование,2024-04-20,2025-04-20,12430
603,973,Ингосстрах,2024-10-06,2025-10-06,5709
604,687,Ингосстрах,2025-08-21,2026-08-21,11866
605,316,АльфаСтрахование,2024-06-09,2025-06-09,18741
606,21,АльфаСтрахование,2024-07-31,2025-07-31,20785
607,1148,Ингосстрах,2025-10-16,2026-10-16,17749
608,374,Ингосстрах,2025-01-14,2026-01-14,6822
609,770,АльфаСтрахование,2025-02-21,2026-02-21,19808
610,688,Ингосстрах,2024-09-27,2025-09-27,16682
611,1076,Т-Страхование,2024-08-29,2025-08-29,6782
612,296,АльфаСтрахование,2025-04-13,2026-04-13,5596
613,965,Росгосстрах,2025-11-09,2026-11-09,6411
614,673,Т-Страхование,2024-11-26,2025-11-26,15018
615,85,Росгосстрах,2025-08-08,2026-08-08,18520
616,922,Ингосстрах,2025-06-21,2026-06-21,8472
617,764,Т-Страхование,2024-08-21,2025-08-21,21225
618,652,АльфаСтрахование,2024-07-22,2025-07-22,14401
619,47,Т-Страхование,2025-03-03,2026-03-03,13952
620,204,Ингосстрах,2025-11-15,2026-11-15,17117
621,35,Т-Страхование,2025-05-01,2026-05-01,15878
622,1008,Т-Страхование,2025-01-15,2026-01-15,13477
623,628,Т-Страхование,2025-09-03,2026-09-03,13114
624,1173,АльфаСтрахование,2025-07-12,2026-07-12,8140
625,623,Росгосстрах,2025-08-09,2026-08-09,23681
626,808,Ингосстрах,2024-06-23,2025-06-23,10445
627,565,Росгосстрах,2025-06-24,2026-06-24,14262
628,401,Т-Страхование,2026-03-29,2027-03-29,16987
629,596,Ингосстрах,2025-04-29,2026-04-29,7596
630,153,Т-Страхование,2026-04-19,2027-04-19,6648
631,104,АльфаСтрахование,2025-07-25,2026-07-25,9521
632,311,Т-Страхование,2025-08-25,2026-08-25,15843
633,865,Т-Страхование,2025-11-17,2026-11-17,24540
634,322,Т-Страхование,2024-06-25,2025-06-25,17302
635,276,Ингосстрах,2024-12-10,2025-12-10,12515
636,570,Росгосстрах,2025-11-21,2026-11-21,20190
637,1113,Росгосстрах,2026-02-22,2027-02-22,14896
638,1071,Росгосстрах,2024-06-10,2025-06-10,22602
639,798,Ингосстрах,2025-08-12,2026-08-12,23299
640,783,Росгосстрах,2024-11-16,2025-11-16,14791
641,835,АльфаСтрахование,2025-05-07,2026-05-07,8817
642,158,АльфаСтрахование,2025-05-24,2026-05-24,17499
643,1103,Т-Страхование,2025-03-12,2026-03-12,16874
644,981,Ингосстрах,2024-11-08,2025-11-08,7955
645,350,АльфаСтрахование,2024-11-22,2025-11-22,21655
646,970,Т-Страхование,2025-08-21,2026-08-21,20914
647,25,Ингосстрах,2024-06-29,2025-06-29,13749
648,632,Т-Страхование,2026-02-24,2027-02-24,7327
649,1104,Т-Страхование,2024-07-27,2025-07-27,23505
650,608,Росгосстрах,2025-02-21,2026-02-21,12453
651,107,Ингосстрах,2025-05-22,2026-05-22,6204
652,1106,Росгосстрах,2025-04-10,2026-04-10,21629
653,836,АльфаСтрахование,2025-01-11,2026-01-11,22061
654,475,Ингосстрах,2025-04-17,2026-04-17,15734
655,987,Росгосстрах,2025-06-01,2026-06-01,14230
656,377,Т-Страхование,2025-11-29,2026-11-29,6034
657,447,Росгосстрах,2025-09-17,2026-09-17,24516
658,171,АльфаСтрахование,2026-01-11,2027-01-11,7092
659,309,Ингосстрах,2024-07-31,2025-07-31,24098
660,687,АльфаСтрахование,2024-07-10,2025-07-10,15978
661,440,АльфаСтрахование,2025-09-01,2026-09-01,14443
662,245,АльфаСтрахование,2024-08-27,2025-08-27,18895
663,849,Т-Страхование,2025-08-30,2026-08-30,10827
664,93,Т-Страхование,2024-10-25,2025-10-25,23403
665,669,Т-Страхование,2025-04-10,2026-04-10,18514
666,89,Росгосстрах,2025-12-07,2026-12-07,9989
667,1055,Ингосстрах,2025-05-14,2026-05-14,14953
668,141,Росгосстрах,2026-04-10,2027-04-10,7527
669,244,АльфаСтрахование,2026-03-02,2027-03-02,5944
670,185,Ингосстрах,2025-09-23,2026-09-23,6105
671,317,Т-Страхование,2024-09-25,2025-09-25,7947
672,687,Ингосстрах,2024-09-11,2025-09-11,13332
673,310,Т-Страхование,2025-05-09,2026-05-09,19615
674,187,Ингосстрах,2026-03-18,2027-03-18,7117
675,107,Ингосстрах,2024-11-04,2025-11-04,16725
676,280,Т-Страхование,2026-03-15,2027-03-15,18313
677,595,Т-Страхование,2024-06-21,2025-06-21,21612
678,1047,Росгосстрах,2026-04-18,2027-04-18,5829
679,517,Ингосстрах,2024-04-26,2025-04-26,10119
680,780,Росгосстрах,2025-12-26,2026-12-26,15991
681,224,Ингосстрах,2024-12-07,2025-12-07,14608
682,788,Ингосстрах,2025-03-18,2026-03-18,8073
683,414,Т-Страхование,2024-09-18,2025-09-18,9760
684,1146,Росгосстрах,2025-10-14,2026-10-14,8456
685,262,АльфаСтрахование,2025-11-15,2026-11-15,11844
686,160,Ингосстрах,2024-05-13,2025-05-13,13589
687,1144,Т-Страхование,2025-01-12,2026-01-12,12503
688,851,Т-Страхование,2024-04-25,2025-04-25,21521
689,68,АльфаСтрахование,2025-06-05,2026-06-05,24933
690,651,Ингосстрах,2024-10-03,2025-10-03,13779
691,1116,Ингосстрах,2024-11-27,2025-11-27,23468
692,916,Ингосстрах,2026-02-24,2027-02-24,11036
693,844,Ингосстрах,2025-12-14,2026-12-14,21024
694,78,Росгосстрах,2026-04-19,2027-04-19,16349
695,841,АльфаСтрахование,2025-10-16,2026-10-16,22163
696,594,Ингосстрах,2025-04-21,2026-04-21,11319
697,300,Росгосстрах,2024-09-24,2025-09-24,22733
698,181,Росгосстрах,2025-02-26,2026-02-26,18962
699,89,Т-Страхование,2025-01-26,2026-01-26,10832
700,505,Ингосстрах,2025-10-06,2026-10-06,19209
701,188,АльфаСтрахование,2024-04-23,2025-04-23,17521
702,191,Ингосстрах,2025-05-30,2026-05-30,8351
703,18,Росгосстрах,2025-02-22,2026-02-22,11671
704,1016,Ингосстрах,2024-12-16,2025-12-16,23736
705,304,Росгосстрах,2025-11-05,2026-11-05,9920
706,19,Т-Страхование,2025-01-14,2026-01-14,21796
707,792,Росгосстрах,2025-06-28,2026-06-28,6611
708,1017,Т-Страхование,2026-01-09,2027-01-09,15744
709,916,Росгосстрах,2025-10-08,2026-10-08,16856
710,742,Ингосстрах,2025-10-19,2026-10-19,17639
711,284,АльфаСтрахование,2025-04-20,2026-04-20,23848
712,582,Т-Страхование,2025-12-18,2026-12-18,18632
713,633,Т-Страхование,2025-01-15,2026-01-15,7062
714,578,Ингосстрах,2025-10-14,2026-10-14,19960
715,1045,Ингосстрах,2025-04-05,2026-04-05,5225
716,1187,Ингосстрах,2025-06-30,2026-06-30,8935
717,1128,Росгосстрах,2025-06-07,2026-06-07,24216
718,641,Росгосстрах,2025-05-11,2026-05-11,16739
719,771,Росгосстрах,2024-10-25,2025-10-25,12051
720,263,Т-Страхование,2025-11-04,2026-11-04,18297
721,275,Ингосстрах,2024-06-13,2025-06-13,8184
722,113,АльфаСтрахование,2024-09-14,2025-09-14,8178
723,746,АльфаСтрахование,2026-04-16,2027-04-16,5825
724,1043,Т-Страхование,2024-07-13,2025-07-13,6096
725,490,АльфаСтрахование,2024-10-02,2025-10-02,5025
726,333,Ингосстрах,2024-05-11,2025-05-11,18444
727,992,Т-Страхование,2024-09-29,2025-09-29,18726
728,861,Т-Страхование,2025-03-07,2026-03-07,5173
729,871,Ингосстрах,2025-07-04,2026-07-04,7941
730,116,Росгосстрах,2026-03-24,2027-03-24,7175
731,16,Т-Страхование,2025-01-28,2026-01-28,10113
732,1154,Т-Страхование,2026-04-10,2027-04-10,21235
733,351,АльфаСтрахование,2024-05-19,2025-05-19,14298
734,1080,Ингосстрах,2025-09-25,2026-09-25,16510
735,237,Ингосстрах,2025-03-18,2026-03-18,19680
736,74,АльфаСтрахование,2025-04-13,2026-04-13,13461
737,416,Ингосстрах,2025-02-26,2026-02-26,23789
738,190,Т-Страхование,2026-03-27,2027-03-27,7513
739,103,Росгосстрах,2024-07-20,2025-07-20,12642
740,702,Т-Страхование,2025-11-24,2026-11-24,6336
741,686,АльфаСтрахование,2025-05-22,2026-05-22,12185
742,631,Ингосстрах,2025-01-11,2026-01-11,13005
743,999,Ингосстрах,2024-11-05,2025-11-05,21078
744,768,Росгосстрах,2025-09-22,2026-09-22,19077
745,427,Т-Страхование,2025-04-22,2026-04-22,23301
746,691,АльфаСтрахование,2024-09-11,2025-09-11,23476
747,377,Т-Страхование,2025-01-07,2026-01-07,11717
748,770,АльфаСтрахование,2024-06-03,2025-06-03,13250
749,164,Росгосстрах,2026-02-04,2027-02-04,16923
750,281,Ингосстрах,2024-09-19,2025-09-19,18715
751,551,Росгосстрах,2025-01-06,2026-01-06,18084
752,725,Росгосстрах,2026-03-01,2027-03-01,19138
753,608,АльфаСтрахование,2025-05-15,2026-05-15,12452
754,53,Ингосстрах,2025-07-08,2026-07-08,14665
755,125,Т-Страхование,2025-06-14,2026-06-14,23676
756,872,Ингосстрах,2026-04-03,2027-04-03,8273
757,566,АльфаСтрахование,2025-10-23,2026-10-23,17621
758,1143,АльфаСтрахование,2026-03-24,2027-03-24,19945
759,290,Ингосстрах,2025-04-17,2026-04-17,18316
760,505,АльфаСтрахование,2026-01-11,2027-01-11,6209
761,128,АльфаСтрахование,2025-04-21,2026-04-21,10083
762,571,Росгосстрах,2025-07-06,2026-07-06,7993
763,972,Т-Страхование,2024-11-29,2025-11-29,8873
764,753,Ингосстрах,2024-05-22,2025-05-22,11291
765,879,Т-Страхование,2024-08-16,2025-08-16,12934
766,231,Т-Страхование,2024-11-11,2025-11-11,14535
767,322,Росгосстрах,2024-08-04,2025-08-04,8414
768,701,АльфаСтрахование,2025-07-19,2026-07-19,8348
769,1189,АльфаСтрахование,2024-10-14,2025-10-14,19200
770,487,Т-Страхование,2026-03-27,2027-03-27,5234
771,1184,Т-Страхование,2025-07-21,2026-07-21,6292
772,963,АльфаСтрахование,2026-03-01,2027-03-01,17152
773,746,Росгосстрах,2025-04-21,2026-04-21,12622
774,192,Росгосстрах,2026-01-14,2027-01-14,12883
775,1165,Т-Страхование,2024-10-03,2025-10-03,22734
776,1066,Т-Страхование,2024-04-29,2025-04-29,11373
777,682,Ингосстрах,2024-09-16,2025-09-16,8290
778,289,АльфаСтрахование,2025-02-14,2026-02-14,5313
779,968,Ингосстрах,2024-12-01,2025-12-01,17413
780,921,Ингосстрах,2025-09-21,2026-09-21,15246
781,511,Т-Страхование,2025-06-09,2026-06-09,21038
782,74,Т-Страхование,2024-06-25,2025-06-25,13309
783,319,АльфаСтрахование,2025-11-01,2026-11-01,17030
784,848,АльфаСтрахование,2026-02-06,2027-02-06,21654
785,746,Росгосстрах,2025-04-13,2026-04-13,19243
786,59,АльфаСтрахование,2024-09-20,2025-09-20,8587
787,317,Росгосстрах,2024-05-23,2025-05-23,7660
788,615,Ингосстрах,2026-03-21,2027-03-21,9336
789,393,Росгосстрах,2025-07-12,2026-07-12,15212
790,679,Ингосстрах,2024-11-19,2025-11-19,6858
791,502,АльфаСтрахование,2024-09-21,2025-09-21,20625
792,557,Росгосстрах,2025-02-09,2026-02-09,16226
793,522,Т-Страхование,2026-01-05,2027-01-05,13231
794,375,АльфаСтрахование,2024-09-01,2025-09-01,16926
795,758,АльфаСтрахование,2026-04-10,2027-04-10,9470
796,1023,Росгосстрах,2026-02-17,2027-02-17,11005
797,20,Т-Страхование,2025-12-03,2026-12-03,14916
798,563,Росгосстрах,2026-01-28,2027-01-28,8458
799,602,Т-Страхование,2025-07-19,2026-07-19,10361
800,998,АльфаСтрахование,2024-07-07,2025-07-07,9297
801,1033,Ингосстрах,2025-12-19,2026-12-19,15588
802,395,Росгосстрах,2024-10-20,2025-10-20,10423
803,1172,Росгосстрах,2025-07-14,2026-07-14,19222
804,889,Росгосстрах,2024-07-19,2025-07-19,13831
805,25,Росгосстрах,2024-08-28,2025-08-28,23991
806,1142,АльфаСтрахование,2025-05-15,2026-05-15,18859
807,1111,Т-Страхование,2025-06-26,2026-06-26,6372
808,136,Т-Страхование,2024-10-22,2025-10-22,9746
809,156,Ингосстрах,2025-08-23,2026-08-23,7844
810,1092,Ингосстрах,2024-05-21,2025-05-21,20273
811,580,Ингосстрах,2025-09-24,2026-09-24,6366
812,128,Росгосстрах,2026-01-03,2027-01-03,15411
813,520,АльфаСтрахование,2025-07-01,2026-07-01,7953
814,332,АльфаСтрахование,2025-11-21,2026-11-21,10352
815,855,Ингосстрах,2025-09-25,2026-09-25,24107
816,381,АльфаСтрахование,2025-10-05,2026-10-05,10096
817,906,АльфаСтрахование,2026-01-09,2027-01-09,14734
818,632,Ингосстрах,2025-08-28,2026-08-28,6120
819,455,АльфаСтрахование,2025-04-10,2026-04-10,14981
820,986,Т-Страхование,2025-06-20,2026-06-20,14175
821,1198,Ингосстрах,2024-12-31,2025-12-31,11006
822,385,АльфаСтрахование,2025-03-12,2026-03-12,15457
823,409,Т-Страхование,2025-12-12,2026-12-12,20576
824,607,АльфаСтрахование,2024-07-08,2025-07-08,10166
825,843,Т-Страхование,2025-06-07,2026-06-07,7068
826,779,Ингосстрах,2026-02-26,2027-02-26,22969
827,524,АльфаСтрахование,2025-03-01,2026-03-01,16271
828,250,Ингосстрах,2025-08-25,2026-08-25,16775
829,587,Т-Страхование,2025-08-12,2026-08-12,9402
830,799,Росгосстрах,2025-03-26,2026-03-26,15579
831,703,АльфаСтрахование,2024-12-28,2025-12-28,21490
832,744,Ингосстрах,2024-12-24,2025-12-24,16462
833,1109,Ингосстрах,2025-12-26,2026-12-26,23728
834,202,Росгосстрах,2026-04-09,2027-04-09,12200
835,549,Т-Страхование,2025-12-07,2026-12-07,20047
836,517,Ингосстрах,2025-08-31,2026-08-31,23915
837,716,Ингосстрах,2025-09-23,2026-09-23,11932
838,215,Росгосстрах,2025-11-13,2026-11-13,7302
839,457,Росгосстрах,2024-09-11,2025-09-11,22462
840,426,АльфаСтрахование,2025-09-01,2026-09-01,7686
841,382,Росгосстрах,2024-06-13,2025-06-13,18984
842,208,Т-Страхование,2025-10-25,2026-10-25,18748
843,286,Ингосстрах,2025-09-07,2026-09-07,7997
844,1177,Т-Страхование,2025-09-14,2026-09-14,11780
845,205,Росгосстрах,2024-04-23,2025-04-23,9849
846,1060,АльфаСтрахование,2024-07-28,2025-07-28,12159
847,193,АльфаСтрахование,2025-12-17,2026-12-17,19321
848,668,АльфаСтрахование,2025-04-26,2026-04-26,21403
849,196,Росгосстрах,2025-07-30,2026-07-30,6810
850,911,Ингосстрах,2026-03-21,2027-03-21,22907
851,1124,Т-Страхование,2024-12-28,2025-12-28,7474
852,20,Ингосстрах,2025-06-28,2026-06-28,13380
853,1071,Ингосстрах,2024-09-30,2025-09-30,6215
854,562,АльфаСтрахование,2025-01-11,2026-01-11,23223
855,109,Росгосстрах,2024-12-24,2025-12-24,22752
856,780,Т-Страхование,2026-01-30,2027-01-30,18453
857,678,Росгосстрах,2024-05-23,2025-05-23,15307
858,428,АльфаСтрахование,2024-04-20,2025-04-20,17387
859,319,АльфаСтрахование,2025-01-19,2026-01-19,12917
860,494,АльфаСтрахование,2025-10-26,2026-10-26,17614
861,566,Т-Страхование,2024-05-03,2025-05-03,23776
862,716,Ингосстрах,2024-07-09,2025-07-09,23592
863,637,Т-Страхование,2024-05-30,2025-05-30,16786
864,1154,АльфаСтрахование,2025-09-12,2026-09-12,5495
865,743,Ингосстрах,2025-09-13,2026-09-13,22137
866,1142,Ингосстрах,2025-01-22,2026-01-22,6684
867,958,АльфаСтрахование,2024-04-23,2025-04-23,9924
868,755,Т-Страхование,2024-06-03,2025-06-03,24699
869,180,Т-Страхование,2025-09-02,2026-09-02,11053
870,117,Т-Страхование,2026-03-26,2027-03-26,20618
871,340,Т-Страхование,2025-10-30,2026-10-30,24857
872,264,Ингосстрах,2025-05-22,2026-05-22,11108
873,431,АльфаСтрахование,2025-03-21,2026-03-21,6303
874,830,Т-Страхование,2025-03-31,2026-03-31,9795
875,926,АльфаСтрахование,2024-08-23,2025-08-23,16142
876,69,Т-Страхование,2024-05-12,2025-05-12,5369
877,143,АльфаСтрахование,2024-09-12,2025-09-12,6220
878,26,Ингосстрах,2025-11-24,2026-11-24,6498
879,975,Ингосстрах,2025-06-05,2026-06-05,22002
880,1049,АльфаСтрахование,2025-06-21,2026-06-21,9270
881,299,Т-Страхование,2025-01-02,2026-01-02,9162
882,640,Ингосстрах,2025-05-06,2026-05-06,24422
883,459,Росгосстрах,2026-02-21,2027-02-21,21218
884,1053,Ингосстрах,2025-11-18,2026-11-18,21549
885,965,Т-Страхование,2025-09-18,2026-09-18,11725
886,560,Росгосстрах,2025-01-16,2026-01-16,16509
887,477,Т-Страхование,2025-11-22,2026-11-22,20708
888,828,Т-Страхование,2025-10-26,2026-10-26,19929
889,25,АльфаСтрахование,2024-11-24,2025-11-24,20754
890,389,Т-Страхование,2026-02-15,2027-02-15,23535
891,830,Т-Страхование,2024-10-22,2025-10-22,9639
892,1138,Росгосстрах,2025-03-07,2026-03-07,11648
893,838,Т-Страхование,2025-04-20,2026-04-20,9014
894,1178,Ингосстрах,2025-05-08,2026-05-08,18243
895,757,Росгосстрах,2025-05-11,2026-05-11,7890
896,382,АльфаСтрахование,2024-12-28,2025-12-28,16027
897,990,АльфаСтрахование,2026-03-16,2027-03-16,10713
898,404,Ингосстрах,2025-07-21,2026-07-21,20104
899,75,АльфаСтрахование,2025-09-18,2026-09-18,15029
900,100,Т-Страхование,2025-05-06,2026-05-06,9972
901,771,АльфаСтрахование,2025-11-28,2026-11-28,17077
902,475,Т-Страхование,2026-03-19,2027-03-19,15237
903,633,Росгосстрах,2024-04-27,2025-04-27,13886
904,1104,Т-Страхование,2025-06-24,2026-06-24,21056
905,902,Ингосстрах,2026-03-25,2027-03-25,16100
906,1168,Ингосстрах,2025-07-08,2026-07-08,8978
907,1027,АльфаСтрахование,2025-08-25,2026-08-25,17421
908,1056,Росгосстрах,2025-01-26,2026-01-26,22751
909,1189,Росгосстрах,2024-08-11,2025-08-11,24206
910,396,АльфаСтрахование,2025-06-26,2026-06-26,5645
911,899,Т-Страхование,2025-06-17,2026-06-17,14343
912,599,Росгосстрах,2025-01-28,2026-01-28,20591
913,728,Ингосстрах,2025-07-22,2026-07-22,9246
914,688,АльфаСтрахование,2026-01-03,2027-01-03,24684
915,136,АльфаСтрахование,2024-12-03,2025-12-03,16511
916,659,АльфаСтрахование,2026-04-04,2027-04-04,15517
917,58,Росгосстрах,2025-06-19,2026-06-19,11306
918,105,Т-Страхование,2025-07-23,2026-07-23,11566
919,975,Т-Страхование,2025-03-06,2026-03-06,6661
920,358,Т-Страхование,2026-02-03,2027-02-03,21985
921,971,Росгосстрах,2025-05-02,2026-05-02,11518
922,512,АльфаСтрахование,2024-06-08,2025-06-08,8723
923,694,АльфаСтрахование,2026-02-19,2027-02-19,18244
924,427,Росгосстрах,2025-11-25,2026-11-25,11458
925,258,Ингосстрах,2025-06-05,2026-06-05,22195
926,879,Т-Страхование,2025-10-03,2026-10-03,13892
927,459,Т-Страхование,2025-01-17,2026-01-17,5739
928,598,АльфаСтрахование,2026-01-08,2027-01-08,12907
929,804,АльфаСтрахование,2024-11-22,2025-11-22,22975
930,234,Т-Страхование,2025-01-03,2026-01-03,15375
931,14,Т-Страхование,2024-08-23,2025-08-23,6302
932,602,Т-Страхование,2024-08-12,2025-08-12,7133
933,1095,Росгосстрах,2025-06-06,2026-06-06,17773
934,708,Росгосстрах,2026-02-02,2027-02-02,12616
935,173,Росгосстрах,2025-07-31,2026-07-31,14027
936,335,Т-Страхование,2025-10-21,2026-10-21,19681
937,411,Росгосстрах,2025-05-13,2026-05-13,19638
938,518,Т-Страхование,2025-12-15,2026-12-15,22966
939,797,АльфаСтрахование,2026-02-28,2027-02-28,22648
940,774,Ингосстрах,2025-01-30,2026-01-30,17741
941,157,Росгосстрах,2025-05-30,2026-05-30,19933
