fine_id,car_id,date,violation,amount,status
800,29,2025-01-29,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
801,386,2024-03-22,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
802,986,2024-05-20,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
803,893,2025-06-17,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
804,391,2024-08-10,Непристегнутый ремень (12.6 КоАП),1000,оплачен
805,304,2024-07-14,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
806,239,2024-04-21,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
807,912,2023-07-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
808,41,2024-09-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
809,497,2024-03-20,Непристегнутый ремень (12.6 КоАП),1000,оплачен
810,803,2024-08-03,Непристегнутый ремень (12.6 КоАП),1000,оплачен
811,211,2024-06-02,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
812,852,2026-01-03,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
813,1136,2025-05-06,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
814,999,2024-09-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
815,1000,2024-10-25,Непристегнутый ремень (12.6 КоАП),1000,оплачен
816,1082,2023-05-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
817,647,2025-07-01,Непристегнутый ремень (12.6 КоАП),1000,оплачен
818,855,2023-12-09,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
819,1014,2024-04-14,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
820,919,2025-09-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
821,331,2023-12-06,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
822,962,2025-07-22,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
823,1040,2026-01-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
824,960,2025-07-30,Нарушение правил парковки (12.19 КоАП),1500,оплачен
825,800,2025-09-07,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
826,968,2023-09-22,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
827,425,2024-12-26,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
828,989,2023-08-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
829,321,2024-04-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
830,852,2025-04-03,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
831,622,2026-02-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
832,97,2023-09-03,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
833,535,2025-10-12,Нарушение правил парковки (12.19 КоАП),1500,оплачен
834,358,2024-09-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
835,66,2026-03-21,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
836,882,2025-07-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
837,248,2025-08-02,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
838,529,2023-06-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
839,96,2025-05-25,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
840,548,2024-04-08,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
841,214,2023-12-02,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
842,937,2025-05-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
843,217,2023-10-30,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
844,209,2024-08-13,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
845,1039,2024-12-05,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
846,421,2024-04-04,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
847,599,2024-10-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
848,1021,2024-10-08,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
849,316,2024-07-24,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
850,283,2023-12-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
851,900,2025-07-31,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
852,503,2024-08-10,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
853,700,2025-02-27,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
854,175,2025-07-09,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
855,739,2025-01-26,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
856,311,2024-03-22,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
857,864,2025-12-30,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
858,879,2025-08-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
859,940,2025-03-13,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
860,741,2024-01-24,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
861,299,2023-07-14,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
862,143,2024-03-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
863,823,2024-01-08,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
864,889,2024-02-27,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
865,310,2025-07-17,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
866,1065,2024-04-04,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
867,824,2023-12-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
868,624,2023-11-06,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
869,705,2025-05-10,Нарушение правил парковки (12.19 КоАП),1500,оплачен
870,1081,2023-07-27,Нарушение правил парковки (12.19 КоАП),1500,оплачен
871,828,2024-08-20,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
872,1115,2025-11-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
873,906,2024-06-03,Непристегнутый ремень (12.6 КоАП),1000,оплачен
874,405,2024-04-29,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
875,76,2023-11-28,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
876,259,2025-05-03,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
877,582,2026-04-06,Непристегнутый ремень (12.6 КоАП),1000,оплачен
878,1131,2024-07-21,Непристегнутый ремень (12.6 КоАП),1000,оплачен
879,328,2023-06-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
880,530,2023-12-28,Непристегнутый ремень (12.6 КоАП),1000,оплачен
881,866,2024-12-03,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
882,123,2024-10-22,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
883,1040,2024-10-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
884,256,2025-08-24,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
885,11,2024-09-07,Непристегнутый ремень (12.6 КоАП),1000,оплачен
886,1192,2025-12-07,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
887,479,2024-01-29,Непристегнутый ремень (12.6 КоАП),1000,оплачен
888,1174,2024-06-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
889,1065,2024-11-13,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
890,672,2025-09-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
891,740,2023-07-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
892,872,2024-01-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
893,189,2024-04-24,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
894,976,2024-05-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
895,757,2023-10-28,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
896,1145,2023-06-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
897,541,2025-06-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
898,902,2023-09-25,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
899,854,2025-06-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
900,1036,2024-10-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
901,265,2026-01-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
902,1084,2024-07-01,Непристегнутый ремень (12.6 КоАП),1000,оплачен
903,933,2025-08-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
904,1145,2023-05-31,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
905,837,2024-09-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
906,1171,2026-03-17,Нарушение правил парковки (12.19 КоАП),1500,оплачен
907,314,2023-09-15,Непристегнутый ремень (12.6 КоАП),1000,оплачен
908,767,2024-05-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
909,58,2024-04-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
910,864,2026-02-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
911,581,2025-07-03,Нарушение правил парковки (12.19 КоАП),1500,оплачен
912,5,2025-07-12,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
913,139,2024-01-22,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
914,986,2025-04-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
915,927,2024-04-08,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
916,974,2025-05-21,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
917,272,2026-01-05,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
918,944,2024-06-11,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
919,306,2025-10-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
920,183,2023-07-04,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
921,839,2025-10-20,Непристегнутый ремень (12.6 КоАП),1000,оплачен
922,695,2025-09-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
923,569,2024-05-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
924,51,2026-02-07,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
925,1150,2024-07-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
926,175,2025-06-04,Непристегнутый ремень (12.6 КоАП),1000,оплачен
927,1110,2023-09-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
928,1168,2025-07-31,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
929,1030,2026-01-14,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
930,1090,2023-08-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
931,564,2024-03-02,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
932,1187,2023-12-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
933,657,2024-07-27,Непристегнутый ремень (12.6 КоАП),1000,оплачен
934,1007,2023-06-22,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
935,697,2025-01-14,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
936,50,2023-12-12,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
937,783,2023-08-13,Нарушение правил парковки (12.19 КоАП),1500,оплачен
938,204,2024-07-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
939,295,2025-01-18,Нарушение правил парковки (12.19 КоАП),1500,оплачен
940,316,2023-09-18,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
941,347,2024-04-18,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
942,372,2024-03-25,Нарушение правил парковки (12.19 КоАП),1500,оплачен
943,611,2024-10-20,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
944,292,2024-06-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
945,529,2025-03-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
946,107,2024-02-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
947,485,2024-05-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
948,789,2025-04-26,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
949,125,2023-07-24,Нарушение правил парковки (12.19 КоАП),1500,оплачен
950,834,2024-01-11,Непристегнутый ремень (12.6 КоАП),1000,оплачен
951,835,2024-09-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
952,552,2024-09-05,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
953,208,2024-10-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
954,258,2026-03-30,Непристегнутый ремень (12.6 КоАП),1000,оплачен
955,914,2024-12-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
956,417,2024-02-14,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
957,765,2024-07-18,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
958,503,2025-12-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
959,1137,2025-08-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
960,952,2023-10-26,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
961,593,2024-06-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
962,2,2023-10-18,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
963,560,2026-01-22,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
964,720,2024-10-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
965,1199,2025-04-12,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
966,94,2025-03-29,Нарушение правил парковки (12.19 КоАП),1500,оплачен
967,1154,2026-02-18,Непристегнутый ремень (12.6 КоАП),1000,оплачен
968,810,2023-10-13,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
969,1140,2025-09-07,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
970,432,2023-07-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
971,702,2025-03-23,Нарушение правил парковки (12.19 КоАП),1500,оплачен
972,560,2024-05-19,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
973,700,2025-09-17,Нарушение правил парковки (12.19 КоАП),1500,оплачен
974,673,2023-11-19,Непристегнутый ремень (12.6 КоАП),1000,оплачен
975,5,2023-12-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
976,20,2026-02-15,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
977,1139,2026-01-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
978,805,2024-02-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
979,1104,2025-12-10,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
980,253,2025-02-18,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
981,734,2025-01-26,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
982,256,2024-11-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
983,911,2023-11-22,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
984,576,2025-07-29,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
985,393,2026-01-03,Нарушение правил парковки (12.19 КоАП),1500,оплачен
986,621,2024-11-12,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
987,480,2026-04-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
988,76,2023-10-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
989,429,2026-01-10,Непристегнутый ремень (12.6 КоАП),1000,оплачен
990,228,2024-05-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
991,1025,2023-10-06,Непристегнутый ремень (12.6 КоАП),1000,оплачен
992,397,2025-10-31,Непристегнутый ремень (12.6 КоАП),1000,оплачен
993,1158,2023-04-24,Непристегнутый ремень (12.6 КоАП),1000,оплачен
994,263,2025-06-28,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
995,532,2024-01-29,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
996,1072,2025-03-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
997,393,2024-06-29,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
998,1092,2024-08-28,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
999,930,2026-02-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1000,107,2025-03-27,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1001,886,2024-06-24,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1002,562,2024-11-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1003,956,2025-01-22,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1004,90,2024-10-17,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1005,97,2025-10-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1006,1091,2026-01-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1007,803,2025-11-17,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1008,1172,2023-12-13,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1009,868,2024-11-21,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1010,404,2023-05-21,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1011,129,2025-05-20,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1012,58,2025-02-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1013,685,2024-02-13,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1014,221,2024-04-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1015,112,2025-04-30,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1016,485,2026-03-30,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1017,899,2024-04-16,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1018,1186,2025-01-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1019,69,2024-07-15,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1020,262,2024-03-01,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1021,113,2024-11-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1022,135,2024-04-16,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1023,1146,2025-06-01,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1024,823,2023-10-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1025,478,2024-01-29,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1026,22,2023-09-23,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1027,877,2024-07-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1028,208,2024-12-26,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1029,930,2024-05-06,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1030,395,2023-07-15,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1031,139,2025-06-07,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1032,1174,2023-07-26,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1033,525,2026-01-25,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1034,911,2023-07-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1035,91,2025-11-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1036,1198,2024-09-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1037,638,2025-07-26,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1038,299,2024-03-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1039,703,2023-05-26,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1040,1061,2024-05-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1041,118,2024-01-15,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1042,112,2025-08-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1043,411,2024-12-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1044,141,2024-03-26,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1045,958,2023-12-11,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1046,1185,2024-04-30,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1047,614,2023-08-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1048,215,2023-07-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1049,1016,2024-01-24,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1050,457,2025-01-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1051,437,2024-11-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1052,770,2026-03-27,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1053,14,2024-09-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1054,733,2025-06-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1055,292,2024-07-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1056,1200,2025-05-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1057,90,2024-06-07,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1058,406,2026-03-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1059,537,2024-07-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1060,1136,2025-11-16,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1061,45,2024-02-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1062,208,2024-12-28,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1063,777,2024-12-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1064,694,2025-05-24,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1065,935,2024-04-11,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1066,351,2024-09-11,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1067,889,2023-12-03,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1068,243,2023-09-25,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1069,389,2025-01-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1070,767,2023-05-19,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1071,501,2025-07-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1072,388,2024-05-11,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1073,305,2024-07-29,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1074,574,2023-07-04,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1075,1197,2024-01-08,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1076,167,2025-06-20,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1077,133,2025-10-29,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1078,1043,2025-04-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1079,951,2024-06-30,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1080,1077,2023-04-29,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1081,971,2025-12-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1082,1196,2024-03-18,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1083,450,2026-03-24,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1084,481,2025-10-18,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1085,871,2024-03-05,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1086,322,2024-06-11,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1087,522,2025-12-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1088,173,2026-04-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1089,721,2026-03-27,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1090,953,2024-12-21,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1091,873,2024-07-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1092,838,2025-05-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1093,650,2025-11-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1094,368,2024-02-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1095,156,2024-11-09,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1096,604,2024-03-29,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1097,1120,2025-12-13,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1098,467,2024-09-26,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1099,738,2024-12-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1100,684,2024-01-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1101,513,2023-10-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1102,391,2024-09-09,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1103,1113,2024-07-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1104,614,2023-12-12,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1105,828,2026-04-23,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1106,25,2025-01-30,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1107,306,2023-11-17,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1108,465,2025-01-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1109,972,2025-03-30,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1110,1132,2023-08-27,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1111,698,2025-07-18,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1112,385,2025-08-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1113,430,2025-11-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1114,62,2026-01-16,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1115,263,2023-12-25,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1116,1024,2025-01-19,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1117,696,2025-05-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1118,827,2023-07-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1119,614,2023-09-10,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1120,1163,2024-03-12,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1121,315,2025-02-21,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1122,1164,2023-08-03,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1123,1176,2025-10-16,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
